,Student,M1,T1,W1,TH1,F1,M2,T2,W2,TH2,F2,M3,T3,W3,TH3,F3,M4,T4,W4,TH4,F4,M5,T5,W5,TH5,F5,M6,T6,W6,TH6,F6,M7,T7,W7,TH7,F7
747,748,3,4,5,6,7,4,5,6,6,7,2,3,4,5,6,1,2,3,4,5,3,4,5,6,7,4,5,6,7,8,8,8,9,9,10
748,749,5,5,5,6,7,5,5,6,6,7,4,5,6,7,7,6,6,7,7,7,5,6,7,7,7,1,2,3,4,5,4,4,4,4,5
749,750,1,2,3,4,5,4,5,6,6,7,2,3,4,5,6,4,5,6,7,7,4,5,6,7,7,6,6,6,7,8,8,8,9,9,10
750,751,5,5,5,5,6,1,1,2,3,4,2,2,3,3,4,2,3,3,3,3,6,7,7,7,7,5,5,5,6,6,6,5,7,7,8
751,752,2,2,3,3,3,2,3,4,4,5,3,3,4,5,6,4,4,4,4,4,6,6,6,6,6,4,4,4,5,5,5,5,6,6,7
752,753,1,1,1,2,2,2,2,2,3,4,3,4,5,6,6,1,1,2,2,3,5,6,6,6,6,6,6,6,6,8,8,8,9,10,11
753,754,2,3,4,5,6,4,5,5,6,7,4,4,4,5,5,1,2,2,2,2,1,2,2,3,3,4,4,4,6,6,6,6,6,6,7
754,755,4,4,5,6,6,3,4,5,5,5,4,4,5,5,6,5,6,7,7,7,1,1,1,1,2,6,6,6,6,6,6,6,6,6,6
755,756,3,4,5,6,6,5,5,5,6,6,5,5,5,6,7,1,2,3,3,3,1,1,1,2,3,4,5,6,7,7,7,7,7,7,8
756,757,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,2,3,4,5,6,3,3,4,5,5,4,5,6,7,8,8,8,8,9,10
757,758,4,5,5,6,6,3,3,4,5,5,1,2,2,3,4,1,1,1,1,2,4,5,6,7,7,3,4,5,5,6,5,5,6,6,7
758,759,2,3,4,5,6,5,5,6,6,6,1,2,2,3,3,6,6,6,6,6,5,5,6,7,7,1,2,2,3,3,2,2,2,2,3
759,760,4,4,5,6,6,3,3,3,3,3,2,3,3,4,4,6,6,6,7,7,5,6,6,6,6,6,6,6,6,8,7,8,8,8,9
760,761,3,3,4,4,5,5,5,6,6,7,4,4,5,5,5,4,5,6,7,7,2,3,4,4,5,4,5,6,6,6,6,6,6,6,7
761,762,5,5,5,5,5,2,2,3,4,5,3,4,5,5,6,3,3,4,4,5,2,3,3,4,5,1,1,1,2,2,1,1,1,1,1
762,763,3,4,4,5,5,2,2,3,4,5,2,3,3,4,4,6,6,6,6,6,4,5,5,5,5,4,5,6,6,7,6,6,7,7,8
763,764,4,4,5,5,5,5,5,6,6,7,3,3,4,4,4,1,1,1,2,2,1,1,2,3,3,5,5,6,6,6,6,6,7,7,7
764,765,2,3,3,3,4,2,3,4,4,4,4,4,5,5,6,2,2,2,3,4,3,3,3,4,5,6,6,6,7,7,8,8,9,8,9
765,766,2,2,2,2,2,3,4,4,4,4,3,3,4,4,4,2,3,4,4,4,1,2,2,3,3,2,3,4,4,4,4,4,4,4,5
766,767,4,5,5,5,5,4,4,4,4,5,4,5,6,6,7,4,5,6,7,7,3,4,4,5,5,2,2,3,4,4,4,3,3,3,4
767,768,3,3,4,5,6,4,5,5,5,5,5,5,5,6,6,5,5,6,6,6,6,7,7,7,7,5,6,6,7,7,7,7,8,8,9
768,769,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5,5,6,6,7,6,6,7,7,7,4,4,4,5,5,4,5,5,5,6
769,770,4,5,5,5,7,1,2,2,2,3,3,3,4,4,4,4,5,6,7,7,6,6,6,7,7,4,5,5,5,6,6,5,6,6,6
770,771,2,3,3,3,4,4,4,4,5,6,2,3,3,4,5,6,6,6,6,7,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8
771,772,3,4,5,5,6,4,4,4,5,5,2,2,3,4,5,4,5,5,6,6,6,6,7,7,7,3,3,3,3,3,3,2,3,3,3
772,773,4,4,4,4,4,3,4,5,5,5,2,2,3,4,5,1,1,2,3,4,4,5,6,6,6,2,3,4,4,5,5,5,6,6,6
773,774,3,3,4,5,6,3,4,4,4,5,3,4,4,5,5,2,2,2,3,4,5,5,6,7,7,3,3,3,3,4,3,3,4,4,4
774,775,2,2,2,3,4,1,1,2,3,3,3,3,3,4,4,1,1,1,2,3,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2
775,776,5,5,5,6,6,3,4,5,6,7,1,2,3,4,4,5,5,6,6,7,2,3,3,3,4,3,3,3,3,3,2,2,2,2,2
776,777,4,4,4,4,5,3,4,5,6,6,1,2,3,3,3,5,5,6,6,7,3,4,5,6,7,5,5,5,6,6,5,6,6,6,7
777,778,4,4,5,5,6,1,2,3,3,3,3,4,4,4,4,6,6,6,6,6,5,5,5,6,6,1,1,3,3,3,2,2,2,2,2
778,779,3,3,3,4,5,4,4,4,5,5,5,6,6,7,7,1,1,1,1,2,6,6,6,7,7,4,5,5,5,6,6,6,7,7,8
779,780,1,2,3,4,5,4,5,6,6,7,4,4,5,5,5,4,5,5,6,7,2,2,2,2,2,2,3,3,3,4,4,4,4,3,4
780,781,5,5,5,6,7,2,2,2,3,3,4,4,4,5,6,6,6,6,6,7,3,4,5,5,5,2,2,3,4,5,4,4,4,4,5
781,782,2,2,3,4,4,5,5,5,5,6,2,3,3,4,5,4,4,4,4,5,3,3,4,4,4,4,5,5,5,5,5,5,5,6,6
782,783,2,2,3,3,3,3,3,3,3,4,1,2,2,3,4,2,2,3,4,5,6,6,7,7,7,4,4,4,5,6,6,6,7,7,8
783,784,1,1,1,2,3,4,4,4,5,5,3,4,4,4,4,4,5,6,7,7,5,5,6,7,7,3,3,3,4,5,5,5,5,5,6
784,785,1,2,3,3,4,5,5,6,6,6,1,2,3,4,5,2,2,3,3,4,6,6,6,6,7,1,1,1,2,2,1,2,2,2,2
785,786,4,4,5,6,6,5,5,5,5,7,2,3,3,3,4,2,3,3,3,3,3,4,5,5,5,6,6,6,6,8,7,7,8,8,10
786,787,4,5,5,6,6,2,2,2,3,3,1,2,2,2,2,1,1,2,3,3,2,3,3,3,4,3,3,4,5,6,5,5,6,6,6
787,788,5,5,5,5,5,2,3,4,4,5,4,4,4,5,5,6,6,7,7,7,1,2,2,2,2,4,4,5,6,6,6,5,5,6,6
788,789,3,3,4,5,5,2,3,3,4,4,4,5,5,6,7,3,4,4,4,4,1,1,1,2,3,4,5,6,7,8,8,8,8,8,9
789,790,1,2,3,4,4,2,2,2,3,3,3,4,4,5,5,2,2,2,3,4,2,2,3,4,4,3,3,3,3,3,3,3,3,3,3
790,791,4,5,5,6,7,3,3,4,4,4,4,4,4,5,5,4,4,4,4,4,1,2,3,4,4,1,2,3,4,4,4,3,3,3,4
791,792,5,5,5,5,5,3,3,3,3,4,1,1,1,2,3,2,3,3,4,4,3,4,5,5,5,2,2,3,4,4,3,3,4,4,4
792,793,4,5,5,6,6,2,3,3,4,5,3,4,5,6,7,5,5,5,6,7,3,4,5,6,6,1,2,2,3,3,2,2,2,2,3
793,794,3,4,4,5,6,4,5,6,6,6,1,1,2,2,3,3,3,4,5,6,5,6,6,7,7,1,1,2,2,3,2,2,3,2,3
794,795,3,3,4,5,5,4,5,6,6,7,5,5,6,7,7,3,4,4,4,5,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6
795,796,1,1,2,2,2,1,1,2,2,2,1,2,2,2,3,5,5,6,6,7,1,1,2,3,3,2,3,3,4,5,5,5,4,5,5
796,797,3,3,3,3,3,2,2,3,3,4,5,6,6,7,7,1,1,1,2,2,1,2,2,2,3,5,5,5,5,6,6,6,7,7,7
797,798,4,5,5,5,7,5,5,5,5,6,3,4,4,4,4,6,6,7,7,7,2,3,4,5,6,6,6,6,6,6,6,5,5,6,6
798,799,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,3,4,5,5,5,2,3,3,3,3,6,6,6,6,6,6,6,6,7,8
799,800,5,5,5,6,7,3,4,5,6,7,3,3,3,3,4,5,6,7,7,7,6,6,6,7,7,5,5,6,7,8,7,7,8,8,9
800,801,3,3,4,5,5,2,3,4,4,4,3,3,4,5,5,2,3,4,4,5,5,5,6,6,6,2,3,3,4,4,4,3,4,4,4
801,802,5,5,5,6,7,5,5,5,5,5,4,5,5,6,6,4,4,5,5,5,4,4,4,5,6,1,1,1,2,2,1,1,1,1,1
802,803,5,5,5,6,7,3,3,4,4,4,4,4,5,5,6,6,6,7,7,7,5,6,6,6,7,5,6,6,7,7,7,6,7,8,8
803,804,4,4,4,4,5,3,4,5,5,5,4,4,4,4,4,2,3,4,4,4,4,4,4,5,5,5,5,6,6,7,7,7,8,8,8
804,805,5,5,5,5,5,2,2,2,2,3,2,2,3,3,4,2,2,3,4,5,4,5,5,5,6,5,6,6,7,7,7,7,8,8,9
805,806,2,3,3,3,3,4,4,5,6,7,5,6,6,7,7,1,1,1,2,2,1,1,2,3,4,3,3,4,5,6,6,6,6,6,7
806,807,4,5,5,6,6,3,4,4,4,4,4,5,6,6,7,6,6,6,6,6,1,1,2,2,2,5,6,6,6,6,6,6,6,6,7
807,808,1,1,2,2,2,1,1,2,2,2,3,4,4,5,6,3,3,3,4,5,3,4,4,5,5,3,3,4,5,5,5,5,6,6,7
808,809,3,3,3,4,4,4,5,5,5,6,3,4,5,6,6,1,1,1,1,2,4,5,5,6,6,4,4,4,4,4,4,4,5,5,5
809,810,4,5,5,5,5,3,4,5,6,7,1,1,1,2,2,4,5,6,7,7,3,3,3,3,4,1,1,1,1,2,1,0,0,0,1
810,811,4,4,5,5,6,1,2,3,3,4,3,4,5,6,7,3,4,5,5,6,2,2,3,4,5,5,5,5,6,7,7,6,7,7,8
811,812,3,4,4,5,6,3,4,4,4,4,1,1,2,3,4,6,6,7,7,7,1,1,1,1,1,5,6,6,6,8,7,7,8,8,9
812,813,3,4,5,5,5,1,2,2,3,3,4,4,5,5,6,1,2,2,2,2,5,5,5,5,6,4,5,6,7,7,7,7,8,8,9
813,814,1,1,2,3,3,4,4,4,4,5,5,5,6,6,7,4,5,6,6,6,4,4,5,5,5,5,6,6,6,6,6,6,7,7,8
814,815,1,1,1,1,1,5,5,6,6,7,2,2,2,2,2,3,3,3,3,3,2,2,3,4,4,5,5,6,7,8,8,9,9,10,11
815,816,1,2,2,2,3,4,4,4,4,4,1,1,2,2,2,5,6,7,7,7,2,2,3,4,5,6,6,6,6,7,7,7,7,8,8
816,817,3,3,3,3,4,3,3,4,4,4,5,5,6,6,6,4,4,5,6,6,5,5,5,6,7,1,1,2,2,3,3,2,3,2,3
817,818,4,5,5,5,5,2,2,2,3,3,5,6,6,7,7,1,1,2,2,2,2,3,4,5,5,5,6,6,6,6,6,6,6,6,7
818,819,4,5,5,6,7,4,4,5,5,6,2,3,4,5,6,6,6,6,6,6,6,7,7,7,7,1,1,1,2,2,1,0,1,1,1
819,820,4,4,4,5,6,3,4,4,5,5,4,4,4,4,4,1,2,3,3,4,1,2,3,4,4,6,6,6,6,7,7,7,7,7,8
820,821,1,1,2,3,4,5,5,6,6,7,4,4,5,5,6,1,1,2,3,3,5,5,5,6,7,1,2,3,3,3,3,3,4,3,4
821,822,5,5,5,5,7,5,5,6,6,7,5,6,6,7,7,6,6,7,7,7,6,6,7,7,7,4,5,6,6,6,6,6,6,6,7
822,823,5,5,5,6,7,4,4,5,5,6,5,5,6,6,7,6,6,7,7,7,2,2,3,3,3,2,4,4,4,5,5,4,4,4,4
823,824,3,4,4,5,5,3,4,4,5,6,1,2,3,4,5,3,3,4,4,5,1,2,2,3,4,5,5,5,6,6,6,6,6,6,7
824,825,3,4,5,6,6,5,5,5,5,5,1,1,2,2,2,1,1,2,3,3,3,4,5,5,6,4,4,4,4,5,4,4,5,5,5
825,826,2,2,3,3,4,4,4,5,5,6,4,5,6,7,7,5,6,6,6,6,1,2,2,3,4,4,4,4,6,6,6,6,6,7,7
826,827,4,4,4,4,5,4,5,5,6,7,5,5,5,5,5,6,6,7,7,7,3,4,5,5,5,4,4,4,5,5,5,4,4,5,5
827,828,5,5,5,6,6,3,4,4,4,5,5,6,6,6,6,3,4,4,5,5,4,4,4,4,4,6,6,6,6,6,6,6,6,6,7
828,829,5,5,5,5,7,4,5,6,6,7,1,2,2,2,3,2,3,4,4,5,1,1,1,2,2,5,5,6,7,7,7,6,7,7,8
829,830,2,2,3,4,5,2,3,3,4,4,3,4,4,5,6,5,5,6,6,6,5,5,6,7,7,4,4,5,6,6,6,6,6,6,7
830,831,5,5,5,5,6,5,5,5,5,5,3,4,4,5,6,6,6,6,6,6,5,6,7,7,7,4,4,4,5,5,5,5,5,5,6
831,832,3,4,4,5,6,1,1,2,2,2,1,1,1,2,2,4,5,5,6,7,4,4,5,6,6,5,5,6,7,7,7,6,7,8,8
832,833,2,2,2,3,4,5,5,6,6,6,4,5,5,5,6,5,6,6,7,7,1,1,2,3,3,4,4,5,6,7,7,7,7,7,8
833,834,4,5,5,5,5,1,1,2,2,2,4,5,6,7,7,1,2,2,2,2,5,5,6,6,6,1,2,3,3,4,4,3,4,4,4
834,835,1,1,1,1,1,2,2,3,4,4,5,5,6,6,7,3,3,4,4,5,2,2,2,3,4,5,6,6,6,7,7,8,8,8,9
835,836,1,1,1,2,2,5,5,6,6,7,3,4,5,6,7,3,4,4,4,5,4,5,6,7,7,2,3,5,5,5,5,5,6,6,7
836,837,2,2,3,3,4,5,5,5,5,5,5,6,6,6,6,1,2,3,4,5,4,4,5,5,5,4,5,6,7,8,8,9,9,9,10
837,838,3,3,4,5,6,3,4,4,5,5,2,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,5,6,7,7,6,7,8,8,9
838,839,3,4,5,5,5,1,1,2,3,3,5,6,6,6,7,2,3,4,5,5,3,3,4,4,5,4,5,5,5,5,5,5,5,5,6
839,840,3,3,3,4,5,1,1,1,2,3,5,5,5,5,5,1,1,2,2,2,6,7,7,7,7,1,2,2,3,4,3,3,4,4,4
840,841,2,2,3,3,3,2,2,2,2,3,3,4,5,6,6,6,6,7,7,7,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4
841,842,4,4,4,5,6,1,1,1,1,2,3,4,4,4,5,2,3,3,4,4,4,4,5,6,7,6,6,6,6,8,8,7,9,8,9
842,843,5,5,5,5,7,1,1,2,3,3,3,4,5,6,6,2,3,4,4,5,5,6,7,7,7,4,4,4,4,5,5,4,5,5,6
843,844,5,5,5,6,6,4,5,5,6,7,5,6,6,7,7,6,6,6,6,7,5,5,6,6,6,4,5,5,5,5,4,5,5,5,5
844,845,2,3,3,4,5,5,5,5,5,5,2,3,4,4,5,6,6,7,7,7,6,6,6,6,7,6,6,6,6,8,7,8,9,9,9
845,846,3,4,5,5,6,2,3,4,5,6,4,5,5,6,6,1,2,3,3,3,6,7,7,7,7,3,4,5,6,7,6,6,8,8,9
846,847,3,3,4,4,4,5,5,6,6,7,1,2,3,3,3,5,5,6,6,7,1,1,2,2,3,2,2,3,3,3,2,3,2,2,2
847,848,5,5,5,5,6,4,5,5,6,6,3,4,5,5,5,6,6,7,7,7,2,2,3,3,3,4,4,5,6,7,7,6,7,7,8
848,849,1,2,2,3,4,5,5,6,6,6,2,3,3,4,5,2,3,4,5,6,2,3,3,3,3,2,2,3,4,5,5,5,5,5,6
849,850,1,2,2,3,4,1,2,2,3,3,2,2,3,4,4,1,2,3,4,4,2,3,3,3,4,1,1,1,1,2,1,1,1,1,1
850,851,5,5,5,6,7,5,5,6,6,7,3,3,4,5,6,1,1,1,1,1,3,3,3,3,3,6,6,6,6,6,6,6,7,7,7
851,852,2,3,3,3,4,5,5,5,5,5,1,2,2,3,3,2,3,3,4,5,2,2,3,4,4,4,4,4,6,6,6,7,6,7,8
852,853,3,4,4,5,6,3,4,5,5,5,5,5,5,5,5,6,6,7,7,7,1,1,2,3,4,5,5,5,6,7,7,6,6,7,7
853,854,4,4,4,5,5,3,3,3,3,4,5,6,6,6,6,5,5,5,6,6,5,5,5,6,6,5,5,6,6,8,8,8,8,8,9
854,855,1,2,3,4,4,3,4,5,5,5,2,2,3,3,3,2,2,2,3,4,5,5,6,6,7,4,4,5,5,6,6,6,7,7,8
855,856,2,3,3,3,3,2,3,4,4,5,2,2,2,3,4,3,4,5,6,6,3,3,4,5,6,6,6,6,6,7,7,7,7,8,9
856,857,5,5,5,6,7,2,2,2,2,2,1,1,1,1,1,6,6,7,7,7,5,6,7,7,7,6,6,6,6,6,5,5,5,6,6
857,858,4,4,5,5,5,3,4,4,4,4,3,4,4,5,5,1,2,2,3,4,4,5,6,7,7,1,2,3,3,4,3,3,4,4,4
858,859,3,3,3,4,5,1,2,3,4,4,5,5,5,6,6,1,2,3,4,5,5,6,6,6,7,5,6,6,6,7,7,7,8,8,9
859,860,4,4,5,5,6,5,5,5,5,5,4,5,5,5,6,4,5,6,6,6,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4
860,861,3,4,4,4,4,3,4,4,5,5,1,1,2,3,3,6,6,7,7,7,2,3,3,3,4,3,3,3,3,4,3,3,3,3,4
861,862,2,2,3,4,4,4,4,4,4,5,4,4,5,6,6,2,2,2,3,3,1,2,3,4,5,1,2,3,4,5,5,5,5,5,6
862,863,1,1,1,1,2,2,3,4,5,6,3,4,4,5,5,6,6,6,7,7,6,6,7,7,7,3,5,5,6,7,6,7,8,8,9
863,864,2,3,4,5,5,1,1,1,1,2,1,2,3,3,4,1,2,2,3,4,1,2,3,3,3,3,3,3,3,4,4,3,4,3,4
864,865,5,5,5,5,5,1,1,1,2,3,5,6,6,7,7,1,2,3,3,4,1,1,1,2,3,2,2,4,5,5,5,4,5,4,5
865,866,2,2,3,4,5,3,3,3,3,4,5,5,6,7,7,6,6,7,7,7,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1
866,867,3,3,4,5,6,3,4,4,5,6,5,5,5,5,5,5,5,6,6,7,2,3,4,5,5,4,4,4,5,6,6,5,5,5,6
867,868,5,5,5,5,5,1,2,3,3,3,3,4,5,5,6,3,4,5,6,6,3,3,4,4,5,4,4,4,5,5,5,4,5,5,5
868,869,5,5,5,6,6,5,5,5,6,7,4,4,4,4,5,4,4,4,5,6,6,7,7,7,7,2,2,3,4,4,3,3,4,4,4
869,870,1,1,1,2,3,4,4,5,5,6,3,3,3,4,5,4,5,5,6,7,6,6,7,7,7,6,6,6,7,8,8,9,9,10,11
870,871,5,5,5,5,5,3,3,3,4,4,1,1,1,2,2,3,3,4,4,5,1,2,2,2,3,4,4,4,5,6,5,5,5,6,6
871,872,4,5,5,6,6,4,4,4,5,5,3,3,4,4,5,5,6,6,7,7,2,2,3,4,4,6,6,6,7,8,8,8,8,8,9
872,873,2,2,2,2,3,3,3,4,4,5,2,2,2,3,4,5,6,6,7,7,1,2,3,4,4,6,6,6,6,6,6,6,6,7,8
873,874,3,3,3,4,4,1,2,2,3,3,4,4,4,4,4,4,5,6,6,6,3,4,4,5,5,2,3,4,5,4,4,3,3,4,4
874,875,5,5,5,5,6,4,5,6,6,6,5,6,6,6,6,6,6,6,6,6,1,1,2,3,4,2,2,3,4,4,4,3,3,3,3
875,876,4,4,5,6,6,1,2,2,3,4,5,5,6,7,7,1,1,1,1,1,2,2,3,3,3,1,3,3,4,5,4,4,5,4,5
876,877,2,2,2,3,3,3,3,4,4,4,2,2,3,4,5,3,3,4,5,5,3,4,4,5,6,6,6,6,6,6,6,6,7,7,8
877,878,2,2,2,3,3,4,4,5,5,5,1,2,3,4,5,3,3,4,4,5,4,5,5,5,6,6,6,6,6,8,7,8,9,10,10
878,879,4,4,5,5,6,5,5,6,6,6,5,6,6,7,7,3,4,4,5,5,5,5,5,6,6,6,6,6,7,8,8,8,9,9,10
879,880,3,3,4,4,4,5,5,6,6,6,2,3,3,3,4,2,3,3,3,4,4,4,4,5,5,5,5,6,7,8,8,8,9,9,10
880,881,3,3,4,5,6,3,4,4,5,6,3,4,5,5,6,6,6,6,6,7,1,2,3,3,3,5,5,6,7,8,8,8,8,8,9
881,882,2,2,2,3,3,5,5,6,6,6,4,5,6,6,7,2,3,3,3,4,2,3,3,4,4,3,3,3,3,3,3,3,3,3,4
882,883,1,1,2,2,3,3,3,4,5,6,5,6,6,7,7,2,3,3,4,5,6,7,7,7,7,1,1,1,2,2,2,2,2,2,3
883,884,4,4,4,5,5,1,2,3,3,4,3,3,4,5,5,4,4,5,6,7,2,2,2,3,4,2,2,2,3,4,4,3,3,3,3
884,885,3,3,3,3,3,1,1,2,3,3,2,2,3,3,3,5,6,6,7,7,1,2,2,2,2,5,6,6,6,6,6,6,6,7,7
885,886,1,2,3,4,5,3,4,5,6,6,5,5,5,6,7,6,6,7,7,7,6,7,7,7,7,2,2,2,3,3,2,2,3,3,3
886,887,2,2,2,2,3,5,5,6,6,7,1,1,2,3,3,3,3,3,3,3,2,2,3,3,3,4,4,5,6,6,6,6,7,7,8
887,888,2,3,3,3,4,4,4,5,5,6,5,6,6,6,6,3,3,4,5,5,1,1,1,1,1,4,5,5,6,6,6,6,6,7,7
888,889,2,2,3,4,5,3,4,4,4,5,5,5,6,7,7,4,4,4,4,5,4,4,5,6,6,6,6,6,6,6,6,6,7,7,8
889,890,2,3,4,4,4,1,1,1,2,3,2,3,4,5,5,5,6,6,6,6,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1
890,891,3,3,3,3,3,3,3,3,3,3,5,6,6,7,7,4,5,6,6,6,3,3,4,4,4,2,2,2,3,3,3,3,2,2,3
891,892,3,3,4,4,4,5,5,5,5,5,5,6,6,6,7,4,5,5,5,5,5,6,6,7,7,3,4,5,6,7,7,7,8,8,9
892,893,1,1,2,2,3,4,4,5,6,6,4,5,6,7,7,2,3,3,4,4,1,2,3,3,3,1,1,1,2,2,2,2,2,2,2
893,894,5,5,5,6,6,3,4,5,5,5,3,3,4,5,5,2,3,4,5,6,6,6,6,6,7,2,2,3,4,4,4,3,4,4,4
894,895,5,5,5,6,6,3,4,4,4,5,1,1,2,2,2,6,6,6,6,6,5,5,6,6,7,6,6,6,7,7,6,6,7,7,8
895,896,5,5,5,6,6,2,3,4,4,5,1,1,1,1,1,2,2,2,2,3,5,5,5,6,6,6,6,6,7,7,6,6,8,8,8
896,897,4,4,4,5,5,1,1,1,2,2,3,3,4,4,4,5,5,6,7,7,1,2,3,4,5,1,1,1,2,3,2,2,1,1,2
897,898,4,5,5,6,6,5,5,6,6,7,5,6,6,7,7,4,5,6,6,7,2,2,3,4,4,3,3,3,3,4,3,3,3,3,3
898,899,5,5,5,6,7,2,2,2,3,4,2,3,3,3,4,6,6,7,7,7,2,3,3,3,3,5,5,6,7,7,7,6,6,7,8
899,900,5,5,5,5,5,4,5,5,5,6,4,5,5,5,5,6,6,7,7,7,5,5,5,6,7,2,3,4,4,5,4,4,4,4,5
900,901,2,3,4,4,5,4,5,5,6,7,3,4,4,4,5,2,2,3,3,4,4,5,6,6,6,2,2,3,4,4,3,3,4,4,5
901,902,3,4,5,6,7,5,5,5,5,5,1,1,1,1,1,3,3,3,4,4,1,1,2,2,3,2,2,2,3,4,3,3,3,3,3
902,903,4,5,5,5,5,4,5,5,6,7,4,4,4,5,5,1,1,1,1,1,3,3,3,3,3,6,6,6,6,8,7,8,9,9,10
903,904,3,3,4,4,5,2,2,3,4,5,2,2,3,3,3,5,6,7,7,7,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2
904,905,1,2,3,3,3,3,3,3,4,5,1,1,1,2,2,2,2,2,2,2,6,6,7,7,7,4,5,5,5,6,5,6,7,7,8
905,906,1,1,1,1,2,5,5,6,6,7,3,4,5,5,5,5,5,5,6,7,1,1,1,2,2,2,2,3,4,5,5,6,5,5,6
906,907,4,4,4,4,5,3,3,3,4,4,2,3,4,5,6,5,6,7,7,7,5,5,6,7,7,4,5,6,6,8,7,7,8,8,9
907,908,1,1,1,1,2,2,2,2,3,3,3,4,4,5,5,4,5,6,7,7,4,4,5,5,5,4,5,5,5,6,6,6,6,7,8
908,909,3,3,3,4,5,5,5,6,6,7,5,6,6,6,6,3,4,5,6,6,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
909,910,3,4,5,6,7,2,3,4,5,5,3,3,3,3,4,6,6,7,7,7,5,6,6,7,7,1,2,3,3,3,2,1,2,2,2
910,911,1,2,3,4,4,1,1,2,2,3,5,5,5,5,6,5,6,7,7,7,4,5,5,5,5,4,5,6,7,8,8,8,8,9,9
911,912,5,5,5,6,6,3,4,5,5,5,5,5,6,7,7,5,6,6,7,7,5,6,6,6,7,6,6,6,7,7,7,7,8,8,8
912,913,1,2,2,2,3,3,4,4,5,5,2,2,3,4,4,5,5,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,7,7,8
913,914,5,5,5,6,7,2,2,3,4,4,5,5,6,6,7,2,3,3,4,4,1,2,3,4,5,4,4,5,5,5,5,4,5,5,5
914,915,3,3,3,3,3,1,1,1,1,1,5,5,5,6,6,5,5,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7
915,916,3,3,4,5,6,1,2,3,4,5,1,2,3,3,3,2,2,3,4,5,1,2,3,4,5,3,3,3,3,3,2,2,2,2,3
916,917,2,2,3,3,3,2,2,2,3,4,5,6,6,7,7,2,3,4,4,5,4,4,4,4,5,1,1,2,3,4,4,4,4,4,4
917,918,5,5,5,5,5,1,2,2,2,2,2,3,3,4,5,2,3,3,4,4,1,1,2,3,4,4,5,5,6,7,7,7,7,7,8
918,919,1,1,1,2,2,4,4,5,6,7,3,3,4,4,4,1,1,2,3,3,2,3,3,4,5,4,5,5,6,7,7,7,8,8,9
919,920,4,4,4,4,4,4,5,5,6,6,4,4,4,4,4,2,2,2,2,3,5,6,6,6,6,5,5,6,6,8,7,8,9,9,10
920,921,5,5,5,5,5,3,4,4,5,6,4,4,5,6,6,1,1,2,3,3,6,7,7,7,7,1,2,2,3,4,3,3,4,4,5
921,922,4,4,5,6,6,2,2,3,4,4,2,3,4,4,4,3,3,3,3,3,6,7,7,7,7,4,4,5,6,6,5,5,7,7,7
922,923,5,5,5,5,6,3,3,3,3,4,2,3,4,5,6,2,3,3,3,4,4,5,6,6,7,6,6,6,7,7,7,7,8,8,9
923,924,3,3,4,4,4,1,2,3,3,4,2,3,3,3,4,5,6,6,7,7,1,2,2,2,3,2,2,2,2,3,2,2,2,2,2
924,925,2,2,2,3,3,2,2,3,4,4,5,6,6,6,7,5,6,7,7,7,2,3,4,4,5,4,4,5,6,6,6,6,6,6,7
925,926,3,3,3,3,3,1,2,3,4,4,1,2,2,2,2,5,6,6,6,7,4,4,4,5,5,5,5,6,6,6,5,6,6,7,7
926,927,1,1,1,1,1,1,2,2,3,3,5,5,6,7,7,1,1,1,2,2,2,3,4,5,6,4,5,6,6,7,7,8,8,8,10
927,928,4,4,4,4,4,4,4,4,4,4,2,3,4,4,5,2,2,3,3,4,2,3,4,4,4,1,2,2,2,3,2,3,3,2,3
928,929,2,3,4,5,5,5,5,6,6,7,3,4,4,5,6,6,6,6,6,6,2,2,3,3,4,2,2,3,4,4,3,3,3,4,4
929,930,3,4,4,4,4,1,2,3,3,4,3,4,5,5,5,4,5,5,6,7,2,2,3,4,4,5,6,6,7,8,8,8,8,8,9
930,931,2,3,3,3,3,4,5,5,5,5,1,1,1,1,1,2,3,3,4,5,2,3,4,4,5,6,6,6,6,8,7,8,9,9,10
931,932,3,3,4,5,5,3,4,4,4,4,2,2,3,4,4,4,4,4,5,6,5,6,6,6,7,5,6,6,6,7,7,7,8,8,9
932,933,4,5,5,5,6,1,2,2,3,3,3,4,4,5,6,1,2,2,3,4,6,7,7,7,7,4,4,5,5,5,5,4,6,5,6
933,934,4,5,5,6,7,5,5,5,5,5,4,5,5,5,5,4,5,6,7,7,5,5,5,6,7,1,2,2,2,3,2,2,2,1,2
